summary,intent
"디피씨 갖고있는 분들 계신가요? 저는 매일 잔고를보면 수익은 커녕 마이너스를 보지만,  그보다 디피씨를 어떻게 하면 좋을지 막막합니다. ",매매전략
"티웨이를 조금씩 분할매수로 모아놨는데, 별뉴스도없는것같은데 엄청 빠져서 지금 어떻게 대응하고 계시나요?",매매전략
그래핀주로 살짝 반등하더니 꼬꾸라졌어요 물타기한번 한 상태인데 그냥 더 가져가도 될까요??,매매전략
" 2번 매수후 매도는 괜찮앗는데 3,4번째 매수포인트를 잘못잡앗네요 비중은 크지않아 추가 매수 가능한데 1600 오면 삼다수로 희석하면 될가요?      ",매매전략
카페24 최근에 달러 환율 상승하면서 외국인들 엄청 팔고있네요.  최근 몇일간 도대체 얼마나 떨어진건지.. 갖고계신분들 어떻게 대응하시나요?     ,매매전략
머큐리 매입단가12500원 정도에 샀는데 당분간 지켜보려하는데 손절해야하는게 맞나요?,매매전략
현재 팬스타 갖고있는데  -20%입니다..  계속 기다려봐도 될까요? ,매매전략
고가에 물린 채 지금 몇달째 고군분투중이예요..  찔끔오르고 내리고 간 보듯이 말이예요 내려갔을 때 추매만 계속 하고 있는 상황인데 어떻게 할까요?,매매전략
인스코비 이제 그만 털고 나올까요 아님 물을 타볼까요 저라면 어떻게 하시겠어요?,매매전략
프로스테믹스 오늘 단타로 들어갔다가 일부 수익나고 나머지 물려있네요 스윙으로 홀딩하면 어떨까요,매매전략
1년은 물려있던 한류에이아이종목입니다 손절하자니 큰금액이 묶여있어서 선뜻 매도가 안되네요 조언을 구하고자 합니다,매매전략
파세코 괜찮은 것 같아서 매수했는데 계속 떨어져서 한 번 추가 매수해서 평단 낮췄는데 그래도 쭉쭉 내려가네요.  한 번 더 물타기를 할지 고민됩니다. ,매매전략
물타기를 할 여력은 있는데 상담 부탁드립니다.  합병이슈이후에 매수했습니다..,매매전략
에스코넥 지금 마이너스 8프로정도 되는데 단톡방 추천주로 들어갓다가 기간도 길어지고 비중도 높아지고 큰일이네요,매매전략
대표이사의 횡령으로 매매정지가 되엇더니 상장폐지설로 나돌고 있습니다.. 이럴때는 어떤 방법으로 대처해야 되느지 궁금합니다,매매전략
조금 대량으로 있는데 계속 기다리다 보니 하락이 길어지네요.. 실적보고서도 좋지 않아 더 하락이 되었는데  그래도 기다려야겠지요?    ,매매전략
아시아나 정지될까요? 아시아나 어떻게 대처해야 현명한 선택일까요? ,매매전략
지금 생각엔 동양철관 팔고 아난티를 물타기하면 어쩔까 싶은데 조언 부탁드립니다.,매매전략
피***투자그룹에서 인공지능 매수매도 프로그램 계약해서 투자중입니다 계속 지켜보고 있어야 하는지 지금이라도 절손해야 하는지 고수님들 충언 부탁드립니다 ,매매전략
순간 마이너스가되네요 이거 손절해야하나요? ,매매전략
매수후 몇년째 흘러내리고만 있네요. 고가대비 상폐수준인데 계속 들고가야할지 처내야할지 막막합니다.,매매전략
지엠피 만원초에 물려있어요.. 몇달동안 별 움직임도 없고 손절해야될지 어찌야될지 모르겠어요..,매매전략
파라텍  요즘 계속 내려가서 어찌할지 모르겠어요. 파라텍 가지고 계신분 어떻게 관리중이신가요?,매매전략
웰크론 계속 보유해도 될까요?,매매전략
시외에서는 하한가 가까이 떨어진 것도 많은 것 같은데 손절하실 때 바닥 지점에서 물타기 하신 후에 손절하시나요 아니면 건드리지 않는 범위 내에서 손절하시나요? ,매매전략
 하이닉스 바닥이 어딜까요 손절을 해야할지 존버를 해야할지 고민이네요   ,매매전략
제가 참 많은 차트를 봤는데 이런 차트는 본적이 없습니다 그냥 손절해야하나요?,매매전략
"컬러레이 평단 2285원, 아진산업 3543원, 골든센츄리 1060원에 물려 있는데, 손절하는게 좋을까요, 아니면 더 가지고 있는게 나을까요? ",매매전략
토니모리가 갑자기 치고 올라가더니 엄청난 윗꼬리가 형성되었습니다.  이제 손절을 해야할까요?  매도 타이밍에 대한 의견 공유하고 싶어요,매매전략
그래프 보니 하양추세 인데 내일 손절 후 재진입 노려야 할까요? 아님 그냥 두어도 될까요 지지선이 얼마 인지 알 수 있을까요?,매매전략
상승중인 종목은 추매하는것은 아닌건가요? 많이 상승할것 같은 종목이 있다면 평단을 올려서라도 추매하는게 이득인건가요? ,매매전략
"차트상으로는 상승무드인 것 같은데, 수익 날 때까지 기다려야하는게 맞겠지요?  ",매매전략
"탈출을 위해 수십배의 물타기로 탈출을 하는 게 좋을지 손절을 하는 게 좋을지,, ",매매전략
보해양조 손절 해야할까요 좀 더 기다려야할까요,매매전략
 신라젠 79200원에 매입햇는데 자꾸 떨어지더니 오를 생각을 안하네요  손절해야할까요?          ,매매전략
 한국콜마랑 한국콜마홀딩스랑 뭐가 더 좋은지 모르겠어요 장기로 봤을때 어디를 들어가야할까요?,매매전략
에이아이비트 손절하는게 나을까요? 조금이라도 오르면 손절할까요?,매매전략
금호에이치티 엄청 물렸는데 지금이라도 손절해야될까요?,매매전략
갑자기 +16% 가 되거나 -10%가 되거나 하는 급등락 현상을 자주 보았는데요 저런 현상있을때 대처 방법들이 있는지  궁금합니다 ,매매전략
오늘 갑자기 흑자전환 공시가 나와서 그동안 겁나서 물 못탔는데 오늘 과감하게 물를 탔는데 갑자기 거래 정지 당했네요,매매전략
지금 마이너스 9프로예요  추매해서 더 낮쳐야되는건지 그냥 손절해야되는지  판단이 안되요,매매전략
저는 LG 유플러스 오늘 양봉 뜨고 외인이 매수하고 있는 걸로 봐서 다시 오를 것으로 보여요 그래서 저는 더 홀딩할 생각입니다.  여러분들의 생각은 어떠신가요? ,매매전략
호재는 더 있을것같은데 추가매수 한다면 어느정도가 좋을지?,매매전략
Sbi인베스트먼트 가지고있는데 -34%인데 손절해야할까요 보유하고있어야할까요 ,매매전략
이엠코리아 지금 마이너스 10프로 넘었는뎅 팔아야할까요 기다릴까요?,매매전략
수익 500만까지 갔다가...  이제 -150만 까지 떨어지고 있습니다. 이게다 유니크 덕분인데 익절 해야 할까요? ,매매전략
엠게임 평단가 3693. -15%. 비중 10%  게임관련주 어찌 대응해야할지 추매를 해야할지 조언 부탁드립니다,매매전략
SKC솔믹스 조금더 내버려 두는게 나을까요? 아니면 조금의 수익을 봤으면 익절하는게 나을까요?  ,매매전략
제이앤케이히터 정부의 수소차 밀어주기가 정책이라고 생각해서 구매했는데 파란불이 지속되어서 손절해야하는지 고민입니다. ,매매전략
퍼스텍 오르길래 더사서 물타기했더니 역시나 더떨어지네요 손절이답일까요?,매매전략
참엔지니어링 추매를 해야할지 손절해야할지 고민이네요  ,매매전략
로체시스템즈 많이 오른거같은데 이만 비중줄이고 익절해야할까요? 좀더 가져가야할까요,매매전략
아난티 금강산관광 재개 아직 재료가 남았는데. 그냥 두신분들계시나요?  고수님들이라면 저같은 상황에 어떻게 대응하시나요?,매매전략
평단을 낮춰보는게 어떨까 싶어서요. 실적도 괜찮고 배당도 괜찮은것 같아서 더 매수 해볼까 하는데 조언부탁드립니다.,매매전략
며칠전 크게 튈때 흥분해서 상단에서 추격매수로 잡았는데 손절해야되나요 계속가져가도되나요? 손실이 상당해서 의견 여쭙습니다      ,매매전략
 요즘같이 불안한 흐름엔 본전온게 감사하네요 하이닉스도 물려있어서 삼전 본전에서 탈출하고 다른 종목에서 수익 노리는게 낫겠죠?,매매전략
세종메디칼 제대로 물려있습니다 시장관심밖종목이라 손절해야될찌 고민이네요,매매전략
지금 조금 올라서..팔아야 하는건지 아니면 좀 더 갖고 있어야 하는건지 고수님들께서..한번 봐주세요,매매전략
한미글로벌 3일째 들고있는데 계속 하락만 하네요.. 600원씩 손해봤는데 그냥 손절 하는게 나을까요? ,매매전략
대형주 사면 되겠지 하고 샀던건데 언제 10층으로 올라올지 지하로 더 내려갈지 ?  물려있어 어떻게해야할지 걱정입니다 물타기를 해야하나  손실보구 나와야하나  ,매매전략
작년에 10만원 초반에 들어갔습니다 주변 지인이 2배는 간다고 했는데 손절할까요? 물타기 할까요?,매매전략
 아스타 갑자기 급등했다가 쭈욱 빠졌네요 무슨 일인가요? 지금 물타기 해도 될까요?   ,매매전략
묵혀야하는지 손절해야할지 모르겠어요,매매전략
인콘 얘를 어찌해야할꼬 손절이 답일까요? 어떻게 생각하시나요,매매전략
현재 단기 과열 종목으로 지정되면서 3거래일간 완화장치로 3일간 단일가 매매로 이루어진다고 하네여 이거 이렇게 들고가도될지 싶어서요..,매매전략
 평단가 11489에 물려있어요  거의 18만원 가까이 손해 보는 중인데 존버하면 될까요?        ,매매전략
세아제강지주는 정리했는데 세아제강은 혹시나 하는 마음에 들고 있습니다. 오늘 종목상담이 좀 많네요... 손절할까요?? 아님 물타가기 좋을까요 ,매매전략
"녹십자랩셀 차트를 보면 제가 아는 지식 수준에서는 반등할 것 같긴한데,   여러분들은 어떻게 보시나요?  과감하게 손절을 해야할까요?  ",매매전략
대영포장을 관종했다가 며칠전에 급상승시 1300원대에 매수했는데 그만 수익실현 못하고 하락했어요 급상승후 조정인지 다음주에 추매할까 아님 손절할까 생각중이네요,매매전략
 러셀 월욜아침에 대응을 어찌해야할지.. 궁금합니다,매매전략
skc코오롱pi 평단가가 높은데 계속 떨어져서 추매를 안하고 있었는데요 3월 삼성 폴더블 출시 앞두고 움직일거 같아서 추매 하려는데 어떨까요? 조언 부탁드립니다    ,매매전략
녹십자엠 저가매수로 매수가 낮춰서 가지고 가는게 나을까요? ,매매전략
보해양조 이게 손절하는게 맞는건지 아니면 계속 들고 있어야되는지 고민이 많습니다 혹시 저처럼 들고 계신 분들 없으신가요?,매매전략
에이비엘바이오 손절해야할까요?물타기할 돈도 없어요,매매전략
KPX생명과학 손실 30%인데 어찌 해야 할까요 탈출 기회가 있었는데 -8%일 때 탈출했어야 했는데.. 이렇게 밑으로 끌려 내려왔네요.  ,매매전략
오늘 오전에 240일선을 강하게 돌파하길래 매수했는데 저항이 심해서 고가대비 10%넘게 하락했네요 제룡전기를 손절할까요? 보유할까요? ,매매전략
보해양조 2400원에 물렸는데 기다리면 될까요 아니면 손절이 답일까요? ,매매전략
미투온 정리하는게 맞을까요? 물타기도 넘 늦은거같아서 조언구해봅니다,매매전략
작전주에 당한느낌이 지만 손실이 너무커서   손절구간도 이미 한참이 넘었는데 어찌해야할까요???,매매전략
매도타이밍 놓치고 오를날만 기다리는데 점점 떨어지고 두달 가까이 갖구있는데 홀딩을 해야할지 지금이라도 손절해야할지 고민이에요,매매전략
삼성전기 평단106000입니다 오늘 손절해야할까요?,매매전략
티케이캐미칼 -6.50%인데 계속 가지고 있어도 괜찮을까요? ,매매전략
  삼성전자 마냥 내려가는거 쳐다만보고 있답니다 그냥 보고만 있어야 할까요? ,매매전략
케이씨피드 2630에 종베들어간 종목인데 차트상 꼬꾸라지는거 같은데 손절해야할가요?,매매전략
아난티 어떻게 대응해야할까요,매매전략
 인포뱅크 7800원대에 샀는데 물려있습니다 비중은 30퍼인데 어찌해야될까요?       ,매매전략
지금 자르기에는 너무 어렵고  물타기를 하려고 해도 상승여력이 있는지 알수가 없어서 물타기조차 망설여지고 있네요  어떻게 대응하실지 궁금합니다.  ,매매전략
비츠로 지금이라도 손절하는게 맞을까요 이왕 동전주된김에 조금 더 기다려봐야할까요,매매전략
케이씨에스 마이너스-7% 입니다 고수님들의 조언 부탁드립니다      ,매매전략
신성통상  마이너스 5% 들고가야하나요 손절해야하나요,매매전략
비츠로 시스 보유중이신분 어떻게 대처하나요??? 별일이 다있네요 오늘 하한가네요 손절이 나을까요?? 어떻게 해야 할지 모르겠어요        ,매매전략
케이씨에스 종목삼담입니다 지금 -6.66% 손절해야하나요 아님 조금더 볼까요?,매매전략
   비츠로시스 주주우선 유상증자 300억 공시뜨고 시외하한가네요 어떻게 할까요 ,매매전략
디알젬 엠아이텍 지금이라도 손절이 맞을까요? 아니면 추매를 해서 평단가 낮추는게 좋을까요? ,매매전략
엔피케이 26층 주주인데요..요즘 계속 오르는데 홀딩해도 될까요? ,매매전략
지금은 어떻게 해야할지~ 버틸까요 아님 -5%인데 지금이라도 버릴까요?    ,매매전략
흐름상 상 갈거같다는 정보로 들어갔는데 -4프로 먹었어요 조언 부탁드립니다            ,매매전략
디알텍 차트가 좋아서 들어갔는데 비중이 50퍼이상이고 1980원 정도에 묶여있는데 차트가 추세가 무너진건지 머리아프네요. 오늘도 외인들이 모두 매수했네요 얼른 나오고싶어요,매매전략
월요일 자회사 상장으로  불기둥 솟아줄지의문입니다. 어떻게 대응해야 될가요?? ,매매전략
   평단 12000으로 오늘 일하느라 익절을 못했네요 차후 대응 문의드립니다!          ,매매전략
오늘 4200원 보고 들어갔다 물렸어요 존버해도 될까요? 일본수혜주라 해서 들어갔다가..,매매전략
 본절이라도 오면 매도하고싶은데 혼자 분석력이 부족해 도움구해요 일봉에서 20일선 아래여서 좀 걱정되는데 일단 분봉에선 어느정도  지지하고있거든요 좀 버텨봐도될까요 ,매매전략
대대적인 정리를 좀 할까싶습니다 손절 어떤걸 하시나요,매매전략
물타기는 어찌 해야하는건가요? 1:1이 주수를 말하는 건가요? 금액을 말하는 건가요? ,매매전략
 동양물산 주봉입니다 고집스럽게 아직 물고 있는데 손절을 해야할지 2400~2500원대를 돌파할 수 있을지    ,매매전략
지금은 거의 본전인데 차트 모양이 한번은 터질듯한데 조금 더 들고 있어도 될까요?  ,매매전략
kr서브마린 몇개월을 존버한 종목입니다.  한동안 너무 조용하다가 드디어 움직이네요  올라타서 물한번 타는게 좋을까요?,매매전략
"동양물산 2,200원대에 매수하고 여직이러고 있네요. 어떻게 해야하나요",매매전략
이 주식 어떡해야할까요. 2500원대사서 물타기2000원대까지내렸는데 끝없이 내려가기만하네요. 어떻게 해야할지 의견을듣고싶어요.,매매전략
이거 그대로 들고가도 될까요?   ,매매전략
국일제지 오랫만에 올라가 주네요. 아직 -10%이지만 물리셨던 분은 오늘 약손절로 탈출하시는 분도 계시겠죠? 약손절로 탈출한다? 익절까지 기다린다? 어느쪽이세요?,매매전략
 현대건설기계 무증에 자사주 매입 실적도 좋은데 호가창은 얇고 내리기만 하는데 어떻게 대응 해야할지요?  ,매매전략
장원테크 바닥은 확인된것같으니 물좀타면서 지켜봐도 될까요?,매매전략
아스트 현재 저점인듯한데 평단10700 10프로 들어가있는데  존버해도될까요?,매매전략
대북주 물린거 물타기 늦었을까요,매매전략
에이디테크놀로지 리딩부탁드립니다,매매전략
오늘로서 -20%종목...어찌할까요?,매매전략
존버가 답일까요? 추매해서 가격맞추고 매도할까요?,매매전략
 약 70퍼 복구되었는데 혹시 언제까지 끌고 가야할까요      ,매매전략
대주산업 매수가 1590원에 물려있습니다 비중 10% 입니다 손절하는게 나을까요?  ,매매전략
비에이치아이 절반정도 하락하면 생가해보려고 하는데요 어떻까요?   ,매매전략
퓨쳐스트림 3일전에 단타치다 지금-10%정도로 손해보고 있는데 월요일날 보고 손절 하는게 나을까요? ,매매전략
동양철관 어찌 하는게 좋을까요? 손해가 크더라도 파는게 좋을지요? ,매매전략
 삼성SDI 더 떨어지면 추매해야할까요? ,매매전략
유에스티 2600원 매수 60%입니다 단타를 하는데 매도를 못했어요 기다려야하는지 손절해야하는지 모르겠어요,매매전략
매트랩스 매도 시점을 놓쳐서 현재 -49%입니다. 가지고 있어도 괜찮을까요? 손절해야할까요? ,매매전략
써니트 2130원 마이너스 4프로 정리해야 할까요? 조언부탁드립니다.,매매전략
디에스티로봇 평단까지는 올까요? 아님 얼른 빨리 손절 할까요?,매매전략
홀딩하면 올라갈까요?? 아님 손절 해야할지,매매전략
평단2800원입니다 손절이 답일까요?,매매전략
페이퍼코리아 평단 2100원 비중50프로 가까이 됩니다 어떻게 할까요,매매전략
"아모텍 평단 29,800에 들어갔는데 21,150 가고 있네요 가지고 있어도 될까요?      ",매매전략
썸에이지 기다려야하는지 탈출해야 하는지 모르겠습니다,매매전략
한국항공우주  존버가 답인지 손절이 답인지,매매전략
IHQ와 동방 크루셜텍 손실이 너무 큰데 어떻게 해야할지 모르겠네요 ,매매전략
녹십자셀 손절할까요? ,매매전략
셀트리온 손절해야하나요 존버가 답인가 모르겠습니다.,매매전략
"현대엘리, 건설 물타기는 안하는게 낫겠죠?",매매전략
"에이프리젠제 손절하기엔 시기가 늦은거 같은데, 비중이 많아서 그래도 들고 가야 될까요?    ",매매전략
셀트리온 존버해야할까요?,매매전략
오르비텍 계속 보유해도 될까요?,매매전략
동양철관 보유중인데 우째야 하나요?,매매전략
"홈캐스트 비중 40% 매수 평단가가 8,840원입니다.  재료는 계속 소멸되네요.  어떻게 해야할 지 고민입니다.",매매전략
보통 손절은 몇 퍼센트 잡나요?,매매전략
오늘 톱텍 조금 담았는데..공매도 과열금지도 뜨고 내일 어떻게 대응해야 할까요?,매매전략
정리 매매하게 되는 날 바로 최대한 빨리 던지는 것이 가장 현명한 방법인가요? 아니면 상황을 지켜본다음 판단하는것이 나은건가요? ,매매전략
"모트렉스 올 상반기 매출액,영업이익은 감소했는데 2019년 실적회복을 기대한다고 하네요. 추매해서 평단을 낮추고 내년까지 기다리는건 어떨까요?",매매전략
지금 가격이 들어가기엔 이미 좀 올라있더라고요. 조정이 좀 된 다음 들어가야할지 의견 들어보고 싶어 글 올려봅니다.,매매타이밍
존버의 존버중인 아난티.. 마이너스 20을 뛰어넘었네요 얼마나 기다려야 오를까요?,매매타이밍
지니틱스 기대로 7월까지 기다리는게 날까요? 아니면 이미 털린 종목인지 ,매매타이밍
오늘 뜬금없이 보해양조가 상한가를 갔네요 이유가 따로 있는건가요?? 손해 조금이라도 덜 볼때 정리하는게 나을까요? 아님 내일 하루 더 두고 볼까요??    ,매매타이밍
알쯔하이머 치매 패치적용 임상3상 결과 나오면 내년 상반기에 제품 시판 시작한다는데요. 바닥친 것 같은데 아니면 좀더 기다렸다가 들어갈까요? ,매매타이밍
손절 포인트 잡기 쉽지 않네요. 손절하고 나면 오르는 현상도 예측하기 어렵구요,매매타이밍
크라운해테홀딩스우도 물렸었는데 손절타이밍을 놓쳐서 기다리는중인데 조언 부탁드립니다,매매타이밍
sk 하이닉스 65000원대 인데 지금 20%정도 인데 언제 매도 타이밍을 모르겠습니다.         ,매매타이밍
지금이라도 손절을 하고 다른곳에 투자를 하는게 좋은지  아니면 조금 더 기다려 보고 다른 여윳돈으로 하는게 좋은지 고민이 많이 되어서 이렇게 글을 올려봅니다. ,매매타이밍
제주항공 계속 내려가는데 언제쯤 보유 하는게 맞을까요?          ,매매타이밍
켐온 어떻게 보시나요 존버하다가 오늘 상쳤는데 내일 아침에 바로 빼야할지 어떻게 해야할지 모르겠네요,매매타이밍
지금 현재가로 4프로 이득보고 있는데 제 모자란 지식으로 봐서는 앞으로 며칠은 더 오를꺼 같은데 매도하지 말고 지켜보고 있을까요? ,매매타이밍
오늘 희토류대체제 개발성과라는 기사에 오르는건지 좀 올랐는데 손실액을 줄이는 차원에서 팔까 자꾸 고민이 되는데 조금도 가지고 있어봐도 될까요???           ,매매타이밍
손익이 나도 손해가 나도 팔지를 못해요 손익은 더 오를까봐서  손해는 원금은 찾고 나가야되지 않을까? 해서 파는 타이밍은 언제일까요??    ,매매타이밍
내일 사면 배당 받는거죠? 모레 배당락이 있을지도 모르니 안 오를 수도 있지만 내일 사서 오르면 파는거 어떤가요?       ,매매타이밍
저는 항상 수익 1~2%가 목표라 팔까도 고민했지만 안 팔고 떨어졌어요 결과적으로는 파는게 좋은 선택이었겠지만 다른분들은 이런경우 어떻게 하시나요?,매매타이밍
매도를 보통 어찌들 하시나요? 그런데 매도하고나면 대부분 날아갑니다. 매도 방법 좀 조언 부탁드립니다.,매매타이밍
레버리지 찬연가스 매수타이밍인가요?,매매타이밍
제대로 시장 소외주에 물려서 손절 했었는데  복수하러 들어가도 되는 시점인지 궁금 하네요,매매타이밍
손절의 타이밍 수익매도의 타이밍 어렵네요. 떨어지는 종목은 언젠가는 오를 거라는 기대감에 하염없는 기다림 그러다가 빨간색으로 돌아서면 언제 떨어질 지 두려워 금새 매도. 어떻게 할까요?,매매타이밍
계속 음봉의 연속이네요 기대심리로 시초에 고가로시작했다가 장 후반에는 어김없이 내려앉네요 이지바이오 다시 사고싶은데 언제 들어가야되나모르겠어요,매매타이밍
추천한날부터 계속 떨어지고 있고.. 찔끔 올라가다가 다시 내려가니.. 사는 타이밍도 모르겠고.. 사도 되는지도 걱정되네요 다른분들의 생각은 어떠신가요?,매매타이밍
 안그래도 작년에 대출까지 받아서 주식하다가 원금 거의 다 날린 상태로 지금 천만원이라도 건져 올까요? 아님 계속 기다리는게 나을까요?,매매타이밍
일찌감치 손절을 했어야했는데 타이밍을 놓쳐버렸네요,매매타이밍
차트보면 지금 물탈시점같은데 워낙 장이 불안해서 바닥인줄 착각하다 큰코다친다는 말들에 조언을 여쭙고자 글 올립니다,매매타이밍
오늘 몇종목은 상승을 했으나 평단가가 높아 복귀가 될런지는 모르겠네요.. 물을 타긴타야되는데 언제쯤 타야될까요?   ,매매타이밍
매도타임을 놓쳐서 안고있는데. 지금이라도 매도하는게 답일까요???,매매타이밍
더 손해보기전에 빠져야할까요?  담달에 돈쓸일 생기는데 이정도만 손절보더라도  빠지는게 나을런지 하루아침에 날아가네요,매매타이밍
비에이치 관종하고 있었는데 낼  사도 될까요?      ,매매타이밍
보통 손절하실때 몇프로에서 하시나요?  아니면 그래프를 보고 하시는지,매매타이밍
익절인가 손절인가 가지고 계신분 있나요?,매매타이밍
티웨이항공 어떻게 생각하시나요? 아직 수익중이라 가지고있기는한데 오늘 매도 타이밍인지 고민되네요,매매타이밍
 감자 되어서 아직 끼가 있다고 판단해서 들고있는데 언제 까지 들고 있어야 할지 모르겠네요   ,매매타이밍
쏠리드 보유중인데 언제 매도 하면 좋을지요? 현재 5% 수익입니다. ,매매타이밍
물타기 한번 했다가 손해액수가 더 커졌는데  하락 추세면 역시 물타기 말고 손절을 했어야....  며칠전에 외국계 순매수 상위종목으로 떳던데 존버가 답일까요? ,매매타이밍
손절타이밍을 놓쳤어요 근데 들고 가야할까요? 아님 월욜 시초가에 팔아야 할까요  ,매매타이밍
적당한 손절이 최고라고 생각하는데 그동안 열심히해서 번 돈을 하루아침에 날려버리는게 너무 힘든거가타요,매매타이밍
지금 들어가도 늦지 않았으려나요?   ,매매타이밍
단타로 조금먹고 더 욕심내다 크게 물린 종목입니다. 지금 손절하는게 좋을지 더 기다려서 익절하는게 좋을 지 고민됩니다.,매매타이밍
코오롱티슈진을 어떻게 해야할지 고민입니다. 지금 처분하는게 맞는건지?,매매타이밍
어제 많이 올랏엇는데 못팔앗어요 10800원대 샀는데 좀 갖고 있어도 될른지,매매타이밍
클래시스 9300원에 샀습니다. 계속 신고가 경신중이던데.. 어디까지 오를까요?? 팔아야될까요?,매매타이밍
사놨던 전파기지국 주식이 올랐더라구요 근데 매도 타이밍을 못잡겠네요 매도하는게 나을까요? 아니면 끝까지 가지고 가볼까요?  ,매매타이밍
"외유내강(영화사)같은 경우엔 상장이 안되있으니 / CJ ENM(배급사)를 보고있는데 , 엔터테이먼트 주에서 매수/매도시기에 대한 조언 부탁드립니다.~     ",매매타이밍
 다들 종목 선정 어떻게 하시고 대략 어느 시점 매수 매도하시나요?,매매타이밍
"테마주 위주로 연습해보려 하는데 매수, 매도 타이밍 잡기가 어렵네요 ",매매타이밍
상따한건 어떻게 정리하세요?  그날 그냥 팔아버릴까요? 아님 내일 시초 보고 파나요? ,매매타이밍
물타기 많이 얘기하시던데 물타기는 언제 해야 효과적인가요? 계산해서 어느정도 원금 되는 선에서 함 되나요? 아니면 어느정도 지수회복됨 하는게 맞나요?,매매타이밍
많은 금액으로 해보는게 아니라 단타비중을 더 두고 하고 있는데 보통 몇퍼정도 수익나면 매도하시나요? ,매매타이밍
이 종목을 장기적으로 내년까지 지속 보유해도 괜찮을런지 아니면 적정가격에서 매도하는 것이 좋을지 판단이 서질 않습니다.  의견 부탁드립니다.,매매타이밍
스팩주는 생각도 안해봤던지라 불안하네요 스팩도 다른거랑 마찬가지로 내일 희망가에 매도하면되는건가용,매매타이밍
계속 종목 줄이기중입니다. 에스에너지는 자동으로 걸어놓았는데 어제 막 오르다 말더라고요 얼마정도에 물타면 괜찮을까요??,매매타이밍
배럴 사고싶은데 조금만 사뒀거든요 혹시 너무 늦었나 싶어서요,매매타이밍
 손절시점을 어떻게잡아야할지 조언부탁드립니다,매매타이밍
 왜이리 빠지는지 알 수있을까요 물타기 한다면 어느 시점에서 해야하는지 조언 바랍니다. ,매매타이밍
시장가에 주문하고 약수익이라도 난다싶으면 바로 시장가로 매도하는거 맞나요? ,매매타이밍
테마 빠지고 조금 내려가는 차트에서 살까 하는데 의견들 어떠신지 궁금합니다.,매매타이밍
매도는 내가 얼마의 가이드라인을 잡고 해야하는 건가요??,매매타이밍
다들 손절 퍼센트는 얼마나 잡으시나요?,매매타이밍
   SDN주를 이제야 봤는데  지금 구매하면 좀 늦을려나요? ,매매타이밍
경협주 들어갈 타이밍 어찌 보세요?,매매타이밍
이제 막 상장된 기업들은 상장된지 좀 지나서 추이를 보고 매수하는게좋은건가요? ,매매타이밍
 호텔신라가 어디까지 올라갈지 저도 긴가민가합니다 여러분들이 보시기엔 얼마에서 파는게 좋을까요 ,매매타이밍
  매도 시기 다들 어떻게 선택하시나요?,매매타이밍
지금 들어가도  될까요?  아니면 떨어질때가 올까요?  ,매매타이밍
현재 이익율이 높은데 팔아야하나요? 아니면 좀더 지켜보다가 파는게 나을까요?? ,매매타이밍
장타로 하는 경우에도 계속 가져가지 않고  자기의 익절기준에서 수익보면 바로바로 매도하고 하는건가요??  ,매매타이밍
손절타이밍은 어떻게 잡아야 하나요 며칠 기대되는 뉴스가 많았어도 꿈쩍도 않더니 오늘 이렇게 급 움직이는 이유가 뭘까요,매매타이밍
지난 차트 보니 윗꼬리 달고도 매번 다음달 + 된 이력이 있어서요.  대략 언제까지는 들고 가도 되는지??,매매타이밍
태평양물산에 조금 관심이 있습니다 관종 중인데요 들어가면 괜찮을지 괜찮으면 어느 시점이 좋을지 조언 부탁드립니다,매매타이밍
.  챠트와 영업 실적 예상치와 대북 경협의 관점에서 볼 때 좋아보입니다. 그런데 매수를 언제 해야할 지 모르겠네요. ,매매타이밍
매도 타이밍 놓쳐버렸는데 혹시 저 처럼 현대그린푸드 가지고 계신분들 어쩌고 있나해서요..,매매타이밍
매수타이밍 잡으려고 관종에 넣고 지켜보고 있었습니다 추세전환의 신호라 보이는데 의견을 구해봅니다..,매매타이밍
톱텍  많이 기다려야할까요? ,매매타이밍
 아난티 지금들어가면 늦나요? ,매매타이밍
  오늘 장마감후 KT와 5g계약했다고 시간외 상갔네요 낼 오르면 팔아야할지 몇일 더 갖고 있어야할지 주식초보라 결정을 못하겠어요 어찌하는게 좋은가요?  ,매매타이밍
이 종목 박스권 저점에 온거 같은데 매수 시점일까요?  그리고 궁금한게 작년 4월에 거래량이 월등한데 이게 세력의 흔적 맞나요? ,매매타이밍
신풍제약 매도시점이  언제일까요 ,매매타이밍
개장하면 바로 매수하는게 유리한가요? 아니면 폐장전이 유리한가요?? ,매매타이밍
보통 매도 어떻게 언제하시나요?,매매타이밍
 정확히 120선 맞고 다시 떨어지는데 이제 슬슬 물을 타도 될 것 같은데 어찌 보시려나요?,매매타이밍
이익이나 손실 어느정도 에서  나와야 할까요?   ,매매타이밍
국제 금 매수 시기는 언제가 좋은가요?,매매타이밍
신한WTI원유선물 매수 시기가 언제가 좋을지 고수님들의 고견을 부탁 드립니다.  감사합니다.,매매타이밍
우리기술투자? 지금들어가도 될까요?,매매타이밍
웹젠 지금 들어가도 될까요?,매매타이밍
5G 관련주들 지금 매수하기에 괜찮을까요?,매매타이밍
한창제지 지금 늦었을까요,매매타이밍
지지선 저항선이 딱 그려지고 타이밍상 분할매수를 해야할것같은데 매수 시점 맞나요?,매매타이밍
